2024-06-15 12:05:45.768 Event: Pod Created, Pod: alertmanager-prometheus-kube-prometheus-alertmanager-0, Namespace: default, Node: minikube-m02, Timestamp: 1718453145.7685564
2024-06-15 12:12:26.166 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-5dc8b87f8-bn8kl, Namespace: default, Node: minikube, Timestamp: 1718453546.1668277
2024-06-15 12:12:26.179 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-5dc8b87f8-fg8bm, Namespace: default, Node: minikube-m04, Timestamp: 1718453546.1797655
2024-06-15 12:12:26.191 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-5dc8b87f8-hbnkw, Namespace: default, Node: minikube-m03, Timestamp: 1718453546.1914134
2024-06-15 12:12:26.206 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-5dc8b87f8-bp8gz, Namespace: default, Node: minikube-m03, Timestamp: 1718453546.2069433
2024-06-15 12:12:35.532 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-5dc8b87f8-fg8bm, Namespace: default, Node: minikube-m04, Timestamp: 1718453555.5322187
2024-06-15 12:12:35.706 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-5dc8b87f8-hbnkw, Namespace: default, Node: minikube-m03, Timestamp: 1718453555.7063959
2024-06-15 12:12:35.710 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-5dc8b87f8-bn8kl, Namespace: default, Node: minikube, Timestamp: 1718453555.7101872
2024-06-15 12:12:35.769 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-5dc8b87f8-xsw5b, Namespace: default, Node: minikube-m02, Timestamp: 1718453555.7698774
2024-06-15 12:12:35.777 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-5dc8b87f8-bp8gz, Namespace: default, Node: minikube-m03, Timestamp: 1718453555.7771258
2024-06-15 12:12:36.246 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-5dc8b87f8-bp8gz, Namespace: default, Node: minikube-m03, Timestamp: 1718453556.2462645
2024-06-15 12:12:36.257 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-5dc8b87f8-bp8gz, Namespace: default, Node: minikube-m03, Timestamp: 1718453556.2571568
2024-06-15 12:12:36.272 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-5dc8b87f8-hbnkw, Namespace: default, Node: minikube-m03, Timestamp: 1718453556.27262
2024-06-15 12:12:36.283 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-5dc8b87f8-hbnkw, Namespace: default, Node: minikube-m03, Timestamp: 1718453556.2838311
2024-06-15 12:12:36.325 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-5dc8b87f8-fg8bm, Namespace: default, Node: minikube-m04, Timestamp: 1718453556.3250387
2024-06-15 12:12:36.335 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-5dc8b87f8-fg8bm, Namespace: default, Node: minikube-m04, Timestamp: 1718453556.3357384
2024-06-15 12:12:36.403 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-5dc8b87f8-bn8kl, Namespace: default, Node: minikube, Timestamp: 1718453556.403257
2024-06-15 12:12:36.412 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-5dc8b87f8-bn8kl, Namespace: default, Node: minikube, Timestamp: 1718453556.412499
2024-06-15 12:12:36.530 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-5dc8b87f8-xsw5b, Namespace: default, Node: minikube-m02, Timestamp: 1718453556.5307796
2024-06-15 12:12:36.541 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-5dc8b87f8-xsw5b, Namespace: default, Node: minikube-m02, Timestamp: 1718453556.541137
2024-06-15 12:12:53.465 Event: Pod Created, Pod: hello-5-instances-00001-deployment-bb684dc75-r4bqq, Namespace: default, Node: None, Timestamp: 1718453573.4651453
2024-06-15 12:12:53.476 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-bb684dc75-r4bqq, Namespace: default, Node: minikube-m02, Timestamp: 1718453573.476788
2024-06-15 12:12:53.501 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-bb684dc75-r4bqq, Namespace: default, Node: minikube-m02, Timestamp: 1718453573.501851
2024-06-15 12:12:53.593 Event: Pod Created, Pod: hello-5-instances-00001-deployment-bb684dc75-d2vcg, Namespace: default, Node: None, Timestamp: 1718453573.5934932
2024-06-15 12:12:53.605 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-bb684dc75-d2vcg, Namespace: default, Node: minikube-m03, Timestamp: 1718453573.6049936
2024-06-15 12:12:53.607 Event: Pod Created, Pod: hello-5-instances-00001-deployment-bb684dc75-t97ln, Namespace: default, Node: None, Timestamp: 1718453573.6071906
2024-06-15 12:12:53.609 Event: Pod Created, Pod: hello-5-instances-00001-deployment-bb684dc75-m9vwf, Namespace: default, Node: None, Timestamp: 1718453573.609173
2024-06-15 12:12:53.618 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-bb684dc75-t97ln, Namespace: default, Node: minikube-m04, Timestamp: 1718453573.6185567
2024-06-15 12:12:53.621 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-bb684dc75-m9vwf, Namespace: default, Node: minikube, Timestamp: 1718453573.6214905
2024-06-15 12:12:53.623 Event: Pod Created, Pod: hello-5-instances-00001-deployment-bb684dc75-skzr2, Namespace: default, Node: None, Timestamp: 1718453573.6236567
2024-06-15 12:12:53.629 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-bb684dc75-skzr2, Namespace: default, Node: minikube-m03, Timestamp: 1718453573.629
2024-06-15 12:12:53.632 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-bb684dc75-d2vcg, Namespace: default, Node: minikube-m03, Timestamp: 1718453573.6324093
2024-06-15 12:12:53.646 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-bb684dc75-t97ln, Namespace: default, Node: minikube-m04, Timestamp: 1718453573.6465304
2024-06-15 12:12:53.649 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-bb684dc75-m9vwf, Namespace: default, Node: minikube, Timestamp: 1718453573.6498103
2024-06-15 12:12:53.652 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-bb684dc75-skzr2, Namespace: default, Node: minikube-m03, Timestamp: 1718453573.652642
2024-06-15 12:12:54.599 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-bb684dc75-r4bqq, Namespace: default, Node: minikube-m02, Timestamp: 1718453574.5992937
2024-06-15 12:12:54.616 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-bb684dc75-r4bqq, Namespace: default, Node: minikube-m02, Timestamp: 1718453574.6161757
2024-06-15 12:12:55.310 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-bb684dc75-skzr2, Namespace: default, Node: minikube-m03, Timestamp: 1718453575.3108764
2024-06-15 12:12:55.324 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-bb684dc75-skzr2, Namespace: default, Node: minikube-m03, Timestamp: 1718453575.324156
2024-06-15 12:12:55.336 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-bb684dc75-d2vcg, Namespace: default, Node: minikube-m03, Timestamp: 1718453575.3369162
2024-06-15 12:12:55.427 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-bb684dc75-t97ln, Namespace: default, Node: minikube-m04, Timestamp: 1718453575.4274821
2024-06-15 12:12:55.440 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-bb684dc75-t97ln, Namespace: default, Node: minikube-m04, Timestamp: 1718453575.4405572
2024-06-15 12:12:55.482 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-bb684dc75-m9vwf, Namespace: default, Node: minikube, Timestamp: 1718453575.4823542
2024-06-15 12:12:55.501 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-bb684dc75-m9vwf, Namespace: default, Node: minikube, Timestamp: 1718453575.501787
2024-06-15 12:13:33.025 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-bb684dc75-skzr2, Namespace: default, Node: minikube-m03, Timestamp: 1718453613.0258155
2024-06-15 12:13:33.034 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-bb684dc75-r4bqq, Namespace: default, Node: minikube-m02, Timestamp: 1718453613.0347526
2024-06-15 12:13:33.044 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-bb684dc75-m9vwf, Namespace: default, Node: minikube, Timestamp: 1718453613.0445085
2024-06-15 12:13:33.047 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-bb684dc75-d2vcg, Namespace: default, Node: minikube-m03, Timestamp: 1718453613.0479453
2024-06-15 12:13:33.066 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-bb684dc75-t97ln, Namespace: default, Node: minikube-m04, Timestamp: 1718453613.066639
2024-06-15 12:13:53.799 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-bb684dc75-r4bqq, Namespace: default, Node: minikube-m02, Timestamp: 1718453633.79975
2024-06-15 12:13:53.937 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-bb684dc75-t97ln, Namespace: default, Node: minikube-m04, Timestamp: 1718453633.9373882
2024-06-15 12:13:53.940 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-bb684dc75-m9vwf, Namespace: default, Node: minikube, Timestamp: 1718453633.9401643
2024-06-15 12:13:53.956 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-bb684dc75-d2vcg, Namespace: default, Node: minikube-m03, Timestamp: 1718453633.9564419
2024-06-15 12:13:53.967 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-bb684dc75-skzr2, Namespace: default, Node: minikube-m03, Timestamp: 1718453633.9676945
2024-06-15 12:14:03.303 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-bb684dc75-skzr2, Namespace: default, Node: minikube-m03, Timestamp: 1718453643.3033195
2024-06-15 12:14:03.348 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-bb684dc75-m9vwf, Namespace: default, Node: minikube, Timestamp: 1718453643.3480206
2024-06-15 12:14:03.358 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-bb684dc75-t97ln, Namespace: default, Node: minikube-m04, Timestamp: 1718453643.3584604
2024-06-15 12:14:03.369 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-bb684dc75-r4bqq, Namespace: default, Node: minikube-m02, Timestamp: 1718453643.3693955
2024-06-15 12:14:03.378 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-bb684dc75-d2vcg, Namespace: default, Node: minikube-m03, Timestamp: 1718453643.3784463
2024-06-15 12:14:03.552 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-bb684dc75-d2vcg, Namespace: default, Node: minikube-m03, Timestamp: 1718453643.5524645
2024-06-15 12:14:03.562 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-bb684dc75-skzr2, Namespace: default, Node: minikube-m03, Timestamp: 1718453643.5629451
2024-06-15 12:14:03.574 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-bb684dc75-skzr2, Namespace: default, Node: minikube-m03, Timestamp: 1718453643.57489
2024-06-15 12:14:03.587 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-bb684dc75-d2vcg, Namespace: default, Node: minikube-m03, Timestamp: 1718453643.5876136
2024-06-15 12:14:03.675 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-bb684dc75-t97ln, Namespace: default, Node: minikube-m04, Timestamp: 1718453643.6751597
2024-06-15 12:14:03.685 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-bb684dc75-t97ln, Namespace: default, Node: minikube-m04, Timestamp: 1718453643.685919
2024-06-15 12:14:03.714 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-bb684dc75-m9vwf, Namespace: default, Node: minikube, Timestamp: 1718453643.7140884
2024-06-15 12:14:03.724 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-bb684dc75-m9vwf, Namespace: default, Node: minikube, Timestamp: 1718453643.7245066
2024-06-15 12:14:03.841 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-bb684dc75-r4bqq, Namespace: default, Node: minikube-m02, Timestamp: 1718453643.8412406
2024-06-15 12:14:03.855 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-bb684dc75-r4bqq, Namespace: default, Node: minikube-m02, Timestamp: 1718453643.8554766
2024-06-15 12:15:05.259 Event: Pod Created, Pod: hello-5-instances-00001-deployment-55d948f7b4-m2rrq, Namespace: default, Node: None, Timestamp: 1718453705.259275
2024-06-15 12:15:05.272 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-55d948f7b4-m2rrq, Namespace: default, Node: minikube-m02, Timestamp: 1718453705.2728524
2024-06-15 12:15:05.293 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-55d948f7b4-m2rrq, Namespace: default, Node: minikube-m02, Timestamp: 1718453705.293255
2024-06-15 12:15:05.356 Event: Pod Created, Pod: hello-5-instances-00001-deployment-55d948f7b4-ldbhv, Namespace: default, Node: None, Timestamp: 1718453705.3566434
2024-06-15 12:15:05.367 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-55d948f7b4-ldbhv, Namespace: default, Node: minikube-m03, Timestamp: 1718453705.3678522
2024-06-15 12:15:05.370 Event: Pod Created, Pod: hello-5-instances-00001-deployment-55d948f7b4-dbd4s, Namespace: default, Node: None, Timestamp: 1718453705.3700368
2024-06-15 12:15:05.372 Event: Pod Created, Pod: hello-5-instances-00001-deployment-55d948f7b4-w4dr6, Namespace: default, Node: None, Timestamp: 1718453705.3722599
2024-06-15 12:15:05.383 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-55d948f7b4-dbd4s, Namespace: default, Node: minikube-m04, Timestamp: 1718453705.3835816
2024-06-15 12:15:05.385 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-55d948f7b4-w4dr6, Namespace: default, Node: minikube, Timestamp: 1718453705.3859565
2024-06-15 12:15:05.388 Event: Pod Created, Pod: hello-5-instances-00001-deployment-55d948f7b4-ntcwr, Namespace: default, Node: None, Timestamp: 1718453705.3884032
2024-06-15 12:15:05.390 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-55d948f7b4-ntcwr, Namespace: default, Node: minikube-m03, Timestamp: 1718453705.3907175
2024-06-15 12:15:05.398 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-55d948f7b4-ldbhv, Namespace: default, Node: minikube-m03, Timestamp: 1718453705.3988438
2024-06-15 12:15:05.402 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-55d948f7b4-w4dr6, Namespace: default, Node: minikube, Timestamp: 1718453705.4022858
2024-06-15 12:15:05.405 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-55d948f7b4-dbd4s, Namespace: default, Node: minikube-m04, Timestamp: 1718453705.4050095
2024-06-15 12:15:05.412 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-55d948f7b4-ntcwr, Namespace: default, Node: minikube-m03, Timestamp: 1718453705.4120798
2024-06-15 12:15:06.767 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-55d948f7b4-ldbhv, Namespace: default, Node: minikube-m03, Timestamp: 1718453706.767933
2024-06-15 12:15:06.781 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-55d948f7b4-ntcwr, Namespace: default, Node: minikube-m03, Timestamp: 1718453706.781234
2024-06-15 12:15:06.796 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-55d948f7b4-ldbhv, Namespace: default, Node: minikube-m03, Timestamp: 1718453706.7964516
2024-06-15 12:15:07.022 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-55d948f7b4-w4dr6, Namespace: default, Node: minikube, Timestamp: 1718453707.0220194
2024-06-15 12:15:07.036 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-55d948f7b4-dbd4s, Namespace: default, Node: minikube-m04, Timestamp: 1718453707.036597
2024-06-15 12:15:07.040 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-55d948f7b4-w4dr6, Namespace: default, Node: minikube, Timestamp: 1718453707.040348
2024-06-15 12:15:07.050 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-55d948f7b4-dbd4s, Namespace: default, Node: minikube-m04, Timestamp: 1718453707.0501761
2024-06-15 12:15:07.078 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-55d948f7b4-m2rrq, Namespace: default, Node: minikube-m02, Timestamp: 1718453707.0789473
2024-06-15 12:15:07.090 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-55d948f7b4-m2rrq, Namespace: default, Node: minikube-m02, Timestamp: 1718453707.0908036
2024-06-15 12:15:13.612 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-55d948f7b4-ldbhv, Namespace: default, Node: minikube-m03, Timestamp: 1718453713.6122422
2024-06-15 12:15:13.631 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-55d948f7b4-m2rrq, Namespace: default, Node: minikube-m02, Timestamp: 1718453713.6317275
2024-06-15 12:15:13.635 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-55d948f7b4-w4dr6, Namespace: default, Node: minikube, Timestamp: 1718453713.6359267
2024-06-15 12:15:13.639 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-55d948f7b4-dbd4s, Namespace: default, Node: minikube-m04, Timestamp: 1718453713.6394768
2024-06-15 12:15:13.643 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-55d948f7b4-ntcwr, Namespace: default, Node: minikube-m03, Timestamp: 1718453713.6432195
2024-06-15 12:15:35.586 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-55d948f7b4-m2rrq, Namespace: default, Node: minikube-m02, Timestamp: 1718453735.586709
2024-06-15 12:15:35.703 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-55d948f7b4-dbd4s, Namespace: default, Node: minikube-m04, Timestamp: 1718453735.7030387
2024-06-15 12:15:35.705 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-55d948f7b4-w4dr6, Namespace: default, Node: minikube, Timestamp: 1718453735.7059128
2024-06-15 12:15:35.714 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-55d948f7b4-ldbhv, Namespace: default, Node: minikube-m03, Timestamp: 1718453735.7145507
2024-06-15 12:15:35.730 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-55d948f7b4-ntcwr, Namespace: default, Node: minikube-m03, Timestamp: 1718453735.7301571
2024-06-15 12:15:43.950 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-55d948f7b4-ldbhv, Namespace: default, Node: minikube-m03, Timestamp: 1718453743.950534
2024-06-15 12:15:44.042 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-55d948f7b4-w4dr6, Namespace: default, Node: minikube, Timestamp: 1718453744.0420606
2024-06-15 12:15:44.052 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-55d948f7b4-dbd4s, Namespace: default, Node: minikube-m04, Timestamp: 1718453744.0528402
2024-06-15 12:15:44.062 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-55d948f7b4-m2rrq, Namespace: default, Node: minikube-m02, Timestamp: 1718453744.062843
2024-06-15 12:15:44.072 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-55d948f7b4-ntcwr, Namespace: default, Node: minikube-m03, Timestamp: 1718453744.071987
2024-06-15 12:15:44.155 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-55d948f7b4-w4dr6, Namespace: default, Node: minikube, Timestamp: 1718453744.155911
2024-06-15 12:15:44.167 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-55d948f7b4-w4dr6, Namespace: default, Node: minikube, Timestamp: 1718453744.1678402
2024-06-15 12:15:44.174 Event: Pod Scheduled, Pod: hello-5-instances-00001-deployment-55d948f7b4-dbd4s, Namespace: default, Node: minikube-m04, Timestamp: 1718453744.174832
